ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
1090;Manager Telekomunikasi;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
1091;Manager Pengendalian Konstruksi;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
1092;Senior Manager Keuangan, Komunikasi, dan Umum;104;Unit Induk Pusat Pengatur Beban (UIP2B);3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1093;Manager Akuntansi;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1094;Manager Anggaran;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1095;Manager Aset Properti, Komunikasi dan Umum;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;75;Komunikasi;ACTV;2
1096;Manager Keuangan;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1097;Pejabat Perencana Pengadaan;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
1098;Pejabat Pelaksana Pengadaan;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
1099;Pejabat Pengendali Keselamatan, Kesehatan Kerja, Lingkungan dan Keamanan;104;Unit Induk Pusat Pengatur Beban (UIP2B);4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;27;K2 dan K3;ACTV;2
1100;Manajer Unit Pelaksana Pengatur Beban;116;Unit Pelaksana Pengatur Beban (UP2B);4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;9;Operasi Sistem Tenaga;ACTV;2
1101;General Manager UIP3B;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;2;Manajemen Atas;;;Pemimpin Unit;4;Electricity Generation and Transmission;9;Operasi Sistem Tenaga;ACTV;2
1102;Senior Manager Perencanaan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;8;Perencanaan Sistem Tenaga;ACTV;2
1103;Manager Perencanaan Pengusahaan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;8;Perencanaan Sistem Tenaga;ACTV;2
1104;Manager Perencanaan Sistem;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
1105;Manager Enjiniring;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;34;Enjiniring Elektrikal;ACTV;2
1106;Manager Manajemen Aset;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;14;Manajemen Transmisi;ACTV;2
1107;Senior Manager Operasi Sistem;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1108;Manager Perencanaan Operasi Sistem;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1109;Manager Analisa dan Evaluasi Operasi Sistem;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1110;Manager Pengendalian Operasi Real Time;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1111;Manager Fasilitas Operasi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
1112;Manager Transaksi Tenaga Listrik;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
1113;Senior Manager Sistem Transmisi I;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;14;Manajemen Transmisi;ACTV;2
1114;Manager Pembinaan Pemeliharaan Transmisi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1115;Manager Pembinaan Pemeliharaan Proteksi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1116;Manager Perencanaan dan Evaluasi Pemeliharaan Transmisi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1117;Manager PDKB;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1118;Senior Manager Sistem Transmisi II;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1119;Manager Pembinaan Pemeliharaan Transmisi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1120;Manager Pembinaan Pemeliharaan Proteksi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1121;Manager Perencanaan dan Evaluasi Pemeliharaan Transmisi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1122;Manager PDKB;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1123;Senior Manager Keuangan, Komunikasi, dan Umum;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1124;Manager Akuntansi;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1125;Manager Anggaran;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1126;Manager Aset Properti, Komunikasi dan Umum;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;75;Komunikasi;ACTV;2
1127;Manager Keuangan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1128;Pejabat Perencana Pengadaan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
1129;Pejabat Pelaksana Pengadaan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
1130;Pejabat Pengendali Keselamatan, Kesehatan Kerja, Lingkungan dan Keamanan;103;Unit Induk Penyaluran Dan Pusat Pengatur Beban (UIP3B) Sumatera;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;27;K2 dan K3;ACTV;2
1131;Manajer Unit Pelaksana Pengatur Beban;111;Unit Pelaksana Pegatur Beban (UP2B);4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;9;Operasi Sistem Tenaga;ACTV;2
1132;Manager Unit Pelaksana Transmisi;127;Unit Pelaksana Transmisi (UIT);4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;14;Manajemen Transmisi;ACTV;2
1133;General Manager UIKL;128;Unit Pembangkitan dan Penyaluran;2;Manajemen Atas;;;Pemimpin Unit;4;Electricity Generation and Transmission;7;Manajemen Pembangkitan;ACTV;2
1134;Senior Manager Perencanaan;128;Unit Pembangkitan dan Penyaluran;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
1135;Manager Manajemen Aset;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;7;Manajemen Pembangkitan;ACTV;2
1136;Manager Perencanaan Pengusahaan;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
1137;Manager Perencanaan Sistem Kelistrikan;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
1138;Senior Manager Pembangkitan;128;Unit Pembangkitan dan Penyaluran;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;7;Manajemen Pembangkitan;ACTV;2
1139;Manager Enjiniring Pembangkitan;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;4;Enjiniring Pembangkitan;ACTV;2
1140;Manager Operasi Pembangkitan dan Energi Primer;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;5;Operasi Pembangkitan;ACTV;2
1141;Manager Pemeliharaan Pembangkitan;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;6;Pemeliharaan Pembangkitan;ACTV;2
1142;Manager Pengendali Jasa O & M;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;5;Operasi Pembangkitan;ACTV;2
1143;Senior Manager Operasi Sistem;128;Unit Pembangkitan dan Penyaluran;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1144;Manager Fasilitas Operasi;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1145;Manager Perencanaan, Analisis dan Evaluasi Operasi Sistem;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;9;Operasi Sistem Tenaga;ACTV;2
1146;Manager Transaksi Tenaga Listrik;128;Unit Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;10;Transaksi Energi Listrik;ACTV;2
1147;Senior Manager Transmisi;101;Unit Induk Pembangkitan dan Penyaluran;3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;14;Manajemen Transmisi;ACTV;2
1148;Manager PDKB dan Fasilitas Pemeliharaan;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;18;Pemeliharaan Distribusi;ACTV;2
1149;Manager Pemeliharaan Jaringan dan Gardu Induk;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;18;Pemeliharaan Distribusi;ACTV;2
1150;Manager Pemeliharaan Proteksi dan Meter;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;13;Pemeliharaan Transmisi;ACTV;2
1151;Manager Perencanaan dan Evaluasi Transmisi dan Gardu Induk;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;14;Manajemen Transmisi;ACTV;2
1152;Senior Manager Keuangan, Komunikasi dan Umum;101;Unit Induk Pembangkitan dan Penyaluran;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1153;Manager Akuntansi;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
1154;Manager Anggaran;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
1155;Manager Aset Properti, Komunikasi dan Umum;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;82;Manajemen Aset Properti;ACTV;2
1156;Manager Keuangan;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1157;Pejabat Perencana Pengadaan;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
1158;Pejabat Pelaksana Pengadaan;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
1159;Pejabat Pengendali Keselamatan, Kesehatan Kerja, Lingkungan dan Keamanan;101;Unit Induk Pembangkitan dan Penyaluran;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;27;K2 dan K3;ACTV;2
1160;Manager Unit Pelaksana Pembangkitan;113;Unit Pelaksana Pembangkitan;4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;7;Manajemen Pembangkitan;ACTV;2
1161;Manager Unit Pelaksana Pengendalian Pembangkitan;119;Unit Pelaksana Pengendalian Pembangkitan;4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;7;Manajemen Pembangkitan;ACTV;2
1162;Manajer Unit Pelaksana Pengatur Beban;110;Unit Pelaksana Pegatur Beban;4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;9;Operasi Sistem Tenaga;ACTV;2
1163;Manager Unit Pelaksana Transmisi;125;Unit Pelaksana Transmisi;4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;14;Manajemen Transmisi;ACTV;2
1164;Manager Unit Pelaksana Pengatur dan Penyalur Beban;117;Unit Pelaksana Pengatur dan Penyalur Beban;4;Manajemen Dasar;;;Pemimpin Unit;4;Electricity Generation and Transmission;14;Manajemen Transmisi;ACTV;2
1165;General Manager Pusdiklat (Chief Learning Officer);94;Pusat Pendidikan dan Pelatihan;2;Manajemen Atas;;;Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1166;Senior Manager Perencanaan dan Manajemen Pengetahuan;94;Pusat Pendidikan dan Pelatihan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1167;Manager Perencanaan, Evaluasi Pembelajaran dan Kinerja;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1168;Manager Pengelolaan Pengembangan Pembelajaran Berbasis Digital;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1169;Manager Manajemen Mutu;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;80;Manajemen Mutu;ACTV;2
1170;Manager Manajemen Pengetahuan;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1171;Senior Manager Pembelajaran Teknik;94;Pusat Pendidikan dan Pelatihan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1172;Manager Pembelajaran Energi Primer, Pembangkitan, Energi Baru dan Terbarukan;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1173;Manager Pembelajaran Proyek;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1174;Manager Pembelajaran Transmisi, PDKB dan K3L;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1175;Manager Pembelajaran Distribusi;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1176;Senior Manager Pembelajaran Bisnis, Kepemimpinan, dan Penunjang Korporat;94;Pusat Pendidikan dan Pelatihan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1177;Manager Pembelajaran Kepemimpinan;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1178;Manager Pembelajaran Penunjang Korporat 1 *);94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1179;Manager Pembelajaran Penunjang Korporat 2 *);94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1180;Manager Pembelajaran Penunjang Korporat 3 *);94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1181;Senior Manager Pengembangan, Konsultasi Sistem dan Kemitraan;94;Pusat Pendidikan dan Pelatihan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1182;Manager Pengelolaan Kemitraan, Rantai Pasok Pembelajaran, dan Pendidikan Formal;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1183;Manager Pengembangan Konsultasi Sistem Manajemen;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;80;Manajemen Mutu;ACTV;2
1184;Manager Pengembangan Instruktur dan Asesor;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
1185;Manager Pengembangan Pembelajaran Prajabatan dan Purnabakti;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1186;Senior Manager Keuangan, Komunikasi, dan Umum;94;Pusat Pendidikan dan Pelatihan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1187;Manager Anggaran dan Keuangan;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
1188;Manager Akuntansi;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
1189;Manager Aset Properti, Komunikasi dan Umum;94;Pusat Pendidikan dan Pelatihan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;82;Manajemen Aset Properti;ACTV;2
1190;Manager Unit Pelaksana Pendidikan dan Pelatihan;115;Unit Pelaksana Pendidikan dan Pelatihan Pola I;3;Manajemen Menengah;;;Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1191;Manager Bagian Pengembangan, Mutu dan Kinerja ;115;Unit Pelaksana Pendidikan dan Pelatihan Pola I;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;47;Pengembangan Pembelajaran;ACTV;2
1192;Manager Bagian Pelaksanaan Pembelajaran;115;Unit Pelaksana Pendidikan dan Pelatihan Pola I;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1193;Manager Bagian Pelayanan dan Keuangan;115;Unit Pelaksana Pendidikan dan Pelatihan Pola I;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;48;Manajemen Pembelajaran;ACTV;2
1194;Manager Unit Pelaksana Pendidikan dan Pelatihan;114;Unit Pelaksana Pendidikan dan Pelatihan Pola 2;4;Manajemen Dasar;;;Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1195;Manager Unit Pelaksana Assessment Center;108;Unit Pelaksana Assesment Center;3;Manajemen Menengah;;;Pemimpin Unit;2;Corporate Research and Knowledge;50;Manajemen Asesmen;ACTV;2
1196;Manager Bagian Pengembangan Materi dan Pengolahan Data ;108;Unit Pelaksana Assesment Center;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;50;Manajemen Asesmen;ACTV;2
1197;Manager Bagian Pelayanan Asesmen dan Keuangan;108;Unit Pelaksana Assesment Center;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;48;Manajemen Pembelajaran;ACTV;2
1198;Manager Unit Pelaksana Sertifikasi;124;Unit Pelaksana Sertifikasi;3;Manajemen Menengah;;;Pemimpin Unit;2;Corporate Research and Knowledge;54;Sertifikasi Kompetensi;ACTV;2
1199;Manager Bagian Pengendalian Mutu dan Kinerja;124;Unit Pelaksana Sertifikasi;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;80;Manajemen Mutu;ACTV;2
1200;Manager Bagian Sertifikasi Personel dan Keuangan;124;Unit Pelaksana Sertifikasi;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;54;Sertifikasi Kompetensi;ACTV;2
1201;Manager Bagian Pelaksanaan Konsultasi Sistem Manajemen;124;Unit Pelaksana Sertifikasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;51;Konsultan Sistem Manajemen;ACTV;2
1202;General Manager Puslitbang;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;2;Manajemen Atas;;;Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1203;Senior Manager Perencanaan dan Pengembangan Produk;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1204;Manager Inovasi dan Pengembangan Produk;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1205;Manager Perencanaan;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;45;Manajemen Litbang;ACTV;2
1206;Senior Manager Riset dan Teknologi Sistem Pembangkitan dan Energi;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;42;Litbang Pembangkitan;ACTV;2
1207;Manager Kajian dan Investigasi Teknik Teknologi Sistem Pembangkitan dan Energi;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;42;Litbang Pembangkitan;ACTV;2
1208;Manager Riset dan Assesmen Teknologi Sistem Pembangkitan dan Energi;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;42;Litbang Pembangkitan;ACTV;2
1209;Senior Manager Riset dan Teknologi Sistem Transmisi dan Distribusi;95;Pusat Penelitian dan Pengembangan Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;2;Corporate Research and Knowledge;43;Litbang Transmisi dan Distribusi;ACTV;2
